AREA_NM,EXPRN_GOODS_CD,EXPRN_GOODS_NM,EXPRN_GOODS_ADDR,EXPRN_GOODS_RNEWL_DE
경기 광명시,52255,[경기 광명] 캠프VR 광명철산점,경기 광명시 오리로854번길 24,20240131
경기 광명시,55085,[경기 광명] 캠프VR 광명철산점,경기 광명시 오리로854번길 24,20240131
경기 구리,10017989,[경기 구리] 플레이티카,대한민국 경기도 구리시 동구릉로136번길 47,20240131
경기 구리시,38740,[경기 구리] 플레이티카,경기 구리시 동구릉로136번길 47,20240131
경기 구리시,41880,[경기 구리] 미스터힐링 : 힐링카페,경기 구리시 경춘로 249,20240131
경기 구리시,48264,[경기 구리] 캠프VR 구리점,경기 구리시 경춘로 208,20240131
경기 구리시,50515,[경기 구리] 캠프VR 구리점,경기 구리시 경춘로 208,20240131
경기 구리시,64520,[경기 구리] 힐링카페&데이트 미스터힐링 구리역점,경기 구리시 경춘로 249,20240131
경기 군포시,41894,[경기 군포] 미스터힐링 군포당정동점,경기 군포시 고산로 166,20240131
경기 김포시,39932,[경기 김포] Bad VR 김포사우점,경기 김포시 사우중로 48,20240131
경기 김포시,41959,[경기 김포] 버드몽 테마파크 동물체험장,경기 김포시 월곶면 점동로 34,20240131
경기 김포시,42682,[경기 김포] 피싱파크 진산각,경기 김포시 중봉로33번길 174,20240131
경기 김포시,49212,[김포 감정] 피싱파크 : 봄체험 패키지,경기 김포시 중봉로33번길 174,20240131
경기 김포시,49463,[경기 김포] 타요키즈카페 김포운양점,경기 김포시 김포한강1로 247,20240131
경기 김포시,51877,[경기 김포] 김포 피싱파크 겨울 체험 패키지 야놀자 특가 ★,경기 김포시 중봉로33번길 174,20240131
경기 김포시,54814,[김포] 피싱파크 주말 체험패키지,경기 김포시 중봉로33번길 174,20240131
경기 김포시,56920,[경기 김포] 야옹이 행성,경기 김포시 중봉로33번길 170,20240131
경기 김포시,58973,[김포] 피싱파크 주중 체험패키지,경기 김포시 중봉로33번길 174,20240131
경기 남양주시,40180,[경기 남양주] 렛츠팟 멀티플레이 존 : 덕소점,경기 남양주시 와부읍 덕소로116번길 18-8,20240131
경기 남양주시,42102,[경기 남양주] 코코몽팜빌리지 & 교통안전체험교육관,경기 남양주시 조안면 북한강로 881,20240131
경기 남양주시,46291,[경기 남양주] 코코몽팜빌리지+바이킹,경기 남양주시 조안면 북한강로 881,20240131
경기 남양주시,48250,[경기 남양주] 라파르코 키즈카페,경기 남양주시 별내2로 74,20240131
경기 남양주시,49484,[경기 남양주] 타요키즈카페 홈플러스 진접점,경기 남양주시 진접읍 금강로 1447,20240131
경기 남양주시,49491,[경기 남양주] 타요키즈카페 남양주별내점,경기 남양주시 별내중앙로 30,20240131
경기 남양주시,49529,[경기 남양주] 코코몽팜빌리지+바이킹,경기 남양주시 조안면 북한강로 881,20240131
경기 남양주시,55969,[경기 남양주] 코코몽팜빌리지+바이킹,경기 남양주시 조안면 북한강로 881,20240131
경기 남양주시,59027,[경기 남양주] 플레이킹덤 키즈카페,경기 남양주시 와부읍 경강로849번길 97-27,20240131
경기 동두천,10006474,[경기 동두천] 놀자숲 스노우타운 눈썰매장,대한민국 경기도 동두천시 탑동 가산로 1,20240131
경기 동두천,10011025,[경기 동두천] 놀자숲 실내 어드벤처 3월,대한민국 경기도 동두천시 탑동 가산로 1,20240131
경기 동두천,10018646,[경기 동두천] 놀자숲 클라이밍 실내 어드벤처 & 숲 테마파크 이용권 (5월),대한민국 경기도 동두천시 탑동 가산로 1,20240131
경기 동두천,10024938,[경기 동두천] 놀자숲 클라이밍 실내 어드벤처 & 숲 테마파크 이용권,대한민국 경기도 동두천시 탑동가산로 1,20240131
경기 동두천,10032781,[경기 동두천] 놀자숲 클라이밍 실내 어드벤처 & 숲 테마파크 이용권 (~10/31),대한민국 경기도 동두천시 탑동가산로 1,20240131
경기 동탄,10038922,[경기 동탄] 디스커버리 네이처스케이프 입장권,대한민국 경기도 화성시 동탄대로5길 21,20240131
경기 동탄,10038957,[경기 동탄] 디스커버리 네이처스케이프 어린이 PKG,대한민국 경기도 화성시 동탄대로5길 21,20240131
경기 부천,10013165,[경기 부천] 웅진플레이도시 로우시즌 입장권,대한민국 경기도 부천시 조마루로 2,20240131
경기 부천,10016633,[경기 부천] 볼베어파크 스포츠 테마파크 부천점,대한민국 경기도 부천시 상동 571-1,20240131
경기 부천,10036223,[경기 부천] 플레이아쿠아리움 씨워커 / 프리 펀다이빙 체험권,대한민국 경기도 부천시 조마루로 2,20240131
경기 부천시,39678,[강원 평창] 2019 평창 송어축제 ★당일여행,경기 부천시 길주로 125,20240131
경기 부천시,41501,[경기 부천] 캠프vr 부천점,경기 부천시 석천로169번길 30,20240131
경기 부천시,41902,[경기 부천] 미스터힐링 : 힐링카페,경기 부천시 부일로 459,20240131
경기 부천시,42315,[경기 부천] 코코몽 키즈랜드 부천뉴코아점,경기 부천시 송내대로 239,20240131
경기 부천시,43559,[경기 부천] 코코몽 키즈랜드 부천뉴코아점 5월,경기 부천시 송내대로 239,20240131
경기 부천시,44772,[경기 부천] 넥스트에디션 : 방탈출 카페,경기 부천시 부천로9번길 24,20240131
경기 부천시,45222,[경기 부천] 코코몽 키즈랜드 부천뉴코아점 5월,경기 부천시 송내대로 239,20240131
경기 부천시,45342,[경기 부천] 플랜디 키즈카페 5월,경기 부천시 조마루로 2,20240131
경기 부천시,45683,[부천점] CSI VR 방탈출카페,경기 부천시 부천로29번길 9,20240131
경기 부천시,45823,[경기 부천] 코코몽 키즈랜드 부천뉴코아점 5월,경기 부천시 송내대로 239,20240131
경기 부천시,45941,[경기 부천] 플랜디 키즈카페 6월,경기 부천시 조마루로 2,20240131
경기 부천시,46448,[문자발송]부천  플랜디 키즈카페 이용권 ~8/31,경기 부천시 조마루로 2,20240131
경기 부천시,48267,[경기 부천] 캠프VR 부천점,경기 부천시 석천로169번길 30,20240131
경기 부천시,49152,[경기 부천] 볼베어파크 연간회원권 2차!,경기 부천시 조마루로 2,20240131
경기 부천시,49485,[경기 부천] 타요키즈카페 롯데백화점 중동점,경기 부천시 길주로 300,20240131
경기 부천시,50042,[경기 부천] 볼베어파크 겨울시즌 연간회원권★,경기 부천시 조마루로 2,20240131
경기 부천시,50497,[경기 부천] 캠프VR 부천점,경기 부천시 석천로169번길 30,20240131
경기 부천시,51655,[오늘이 마지막!]★전국 챔피언 키즈카페 얼리버드 초특가 45개점,경기 부천시 길주로 118,20240131
경기 부천시,51825,[전국] 챔피언 키즈카페 45개점,경기 부천시 길주로 118,20240131
경기 부천시,53895,[★방탈출특가]넥스트에디션 10개지점 균일특가,경기 부천시 부천로9번길 24,20240131
경기 부천시,55385,[전국](야놀자특가) 챔피언 키즈카페 46개점★,경기 부천시 길주로 118,20240131
경기 부천시,55959,[★방탈출특가]넥스트에디션 8개지점 균일특가,경기 부천시 부천로9번길 24,20240131
경기 부천시,56571,[경기 부천] 플랜디 키즈카페 6월,경기 부천시 조마루로 2,20240131
경기 부천시,56857,[★야놀자특가] 플랜디 키즈카페,경기 부천시 조마루로 2,20240131
경기 부천시,56860,[★야놀자특가] 플랜디 키즈카페,경기 부천시 조마루로 2,20240131
경기 부천시,57190,[경기 부천] 플랜디 키즈카페 7월,경기 부천시 조마루로 2,20240131
경기 부천시,58716,[단독특가★] 전국 챔피언 키즈카페 다회권 특가,경기 부천시 길주로 118,20240131
경기 부천시,61627,[단독특가★] 전국 챔피언 키즈카페 44개점,경기 부천시 길주로 118,20240131
경기 부천시,62693,[블랙위크★] 전국 챔피언 키즈카페 42개점,경기 부천시 길주로 118,20240131
경기 부천시,64469,[경기] 힐링카페&데이트 미스터힐링 부천역점,경기 부천시 부일로 459,20240131
경기 부천시,66359,[키즈특가★] 전국 챔피언 키즈카페,경기 부천시 길주로 118,20240131
경기 부천시,67297,[★단독특가] 전국 챔피언 키즈카페,경기 부천시 길주로 118,20240131
경기 부천시,68650,[★초특가나우 특가] [전국] 챔피언 키즈카페 38개점,경기 부천시 길주로 118,20240131
경기 부천시,72713,[전국] 챔피언 키즈카페 9개점,경기 부천시 길주로 118,20240131
경기 부천시,75470,[전국] 챔피언 키즈카페 9개점(-10/31),경기 부천시 길주로 118,20240131
경기 부천시,79088,[야놀자라이브특가★] 전국 챔피언 키즈카페 44개점,경기 부천시 길주로 118,20240131
경기 부천시,79089,[특가★] 전국 챔피언 키즈카페 44개점,경기 부천시 길주로 118,20240131
경기 부천시,84170,[전국] 챔피언 키즈카페 45개점 특가★,경기 부천시 길주로 118,20240131
경기 성남,10001794,[경기 성남] 째깍섬+바운스 판교 파미어스몰 센터/키즈카페,대한민국 경기도 성남시 수정구 시흥동 창업로 17,20240131
경기 성남,10033094,[경기 성남] 째깍섬+바운스 판교 파미어스몰 센터/키즈카페(7/21~),대한민국 경기도 성남시 수정구 창업로 17,20240131
경기 성남시,29381,[경기 성남] 몬스터타운,경기 성남시 수정구 창곡동 509,20240131
경기 성남시,41945,[경기 성남] 미스터힐링 미금역점/성남모란역점/ 야탑역점/ 위례신도시점★,경기 성남시 분당구 돌마로 75,20240131
경기 성남시,42870,[경기 분당] 딸기가 좋아_분당점,경기 성남시 분당구 금곡동 192,20240131
경기 성남시,49432,[경기 분당] 뽀로로파크 분당정자점,경기 성남시 분당구 느티로 2,20240131
경기 성남시,49459,[인천/분당/부산] 딸기가좋아 키즈카페 : 실내키즈체험★,경기 성남시 분당구 정자일로 55,20240131
경기 성남시,64445,[경기 성남 2개점] 힐링카페 미스터힐링 모란역점&야탑역점,경기 성남시 중원구 성남대로 1137,20240131
경기 수원,10009245,[경기 수원] 위더스 D파크,대한민국 경기도 수원시 권선구 장다리로 131,20240131
경기 수원,10018353,[경기 수원] 슈퍼윙스 키즈카페 수원영통점,대한민국 경기도 수원시 영통구 봉영로 1579,20240131
경기 수원,10026317,[경기 수원] 바운스 슈퍼파크 수원영통센터/키즈카페,대한민국 경기도 수원시 영통구 덕영대로 1566,20240131
경기 수원,10028387,[경기 수원] 미스터힐링 수원인계점,대한민국 경기도 수원시 팔달구 권광로 208,20240131
경기 수원,10028919,[경기 수원] 홈런 워터파크,대한민국 경기도 수원시 팔달구 덕영대로 924,20240131
경기 수원,10030819,[경기 수원] 놀숲 수원역점 ★ 프리미엄 만화카페,대한민국 경기도 수원시 팔달구 매산로1가 11-15,20240131
경기 수원,10033077,[경기 수원] 바운스 슈퍼파크 수원영통센터/키즈카페(7/21~),대한민국 경기도 수원시 영통구 덕영대로 1566,20240131
경기 수원,10047266,[경기 수원] 바운스 슈퍼파크 수원영통센터/키즈카페,대한민국 경기도 수원시 영통구 덕영대로 1566,20240131
경기 수원,10048007,[경기 수원] 위더스D파크 이용권 (~12/31),대한민국 경기도 수원시 권선구 장다리로 131,20240131
경기 수원,10069013,[경기 수원] 위더스D파크 이용권 (~3/31),대한민국 경기도 수원시 권선구 장다리로 131,20240131
경기 수원시,40114,[경기 수원] 캠프VR 수원 성균관대점,경기 수원시 장안구 서부로 2132,20240131
경기 수원시,41947,[수원4개 지점] 미스터힐링 : 힐링카페,경기 수원시 장안구 경수대로 950,20240131
경기 수원시,42247,[경기 수원] 코코몽 키즈랜드 동수원점,경기 수원시 팔달구 인계동 1114-1,20240131
경기 수원시,42281,[경기 수원] 코코몽 키즈랜드 수원터미널점,경기 수원시 권선구 경수대로 270,20240131
경기 수원시,42397,[경기 수원] 놀숲 : 만화카페,경기 수원시 팔달구 덕영대로 909,20240131
경기 수원시,42444,[경기 수원] 카페멘토 : 심리상담분석카페,경기 수원시 팔달구 갓매산로 51,20240131
경기 수원시,42662,[전지점] 키즈파크 너티차일드 초특가 입장권,경기 수원시 영통구 센트럴타운로 85,20240131
경기 수원시,43544,[경기 수원] 코코몽 키즈랜드 동수원점 5월,경기 수원시 팔달구 인계동 1114-1,20240131
경기 수원시,44043,[경기 수원] 코코몽 키즈랜드 수원터미널점 5월,경기 수원시 권선구 경수대로 270,20240131
경기 수원시,45242,[경기 수원] 코코몽 키즈랜드 동수원점 5월,경기 수원시 팔달구 인계동 1114-1,20240131
경기 수원시,45410,[수원 인계동] 이스케이프탑 : 방탈출 카페,"경기 수원시 팔달구 경수대로446번길 61, 2층 201호 이스케이프탑",20240131
경기 수원시,45784,[경기 수원] 플레이존VR_인계점,경기 수원시 팔달구 효원로265번길 41,20240131
경기 수원시,45791,[경기 수원] 코코몽 키즈랜드 수원터미널점 6월,경기 수원시 권선구 경수대로 270,20240131
경기 수원시,45793,[경기 수원] 코코몽 키즈랜드 동수원점 6월,경기 수원시 팔달구 인계로 154,20240131
경기 수원시,45795,[서울 강서] 코코몽 키즈랜드 강서점 6월,경기 수원시 팔달구 인계동 1114-1,20240131
경기 수원시,47966,[수원 인계동] 이스케이프탑 방탈출 수원점  ★야놀자 단독특가,"경기 수원시 팔달구 경수대로446번길 61, 2층 201호 이스케이프탑",20240131
